ID,WF-to-POWL converter,Transitions,Labeled Transitions,Places,Arcs,POWL Leaves,WF-to-tree coverter,Size (|Transitions| + |Places|)
919,0.761059523,152,80,132,350,80,4.891665936,284
428,0.268973589,154,81,130,344,81,10.90413451,284
989,0.439451218,157,82,127,354,82,12.56153631,284
589,0.110491514,153,92,131,362,92,5.369078875,284
107,0.116004467,156,83,129,352,83,7.760574341,285
296,0.114454746,151,85,134,356,85,10.29012942,285
957,0.666174889,155,84,131,348,84,11.37294436,286
259,0.133198977,149,82,138,356,82,11.61118436,287
57,0.120053768,153,89,134,356,89,12.1333406,287
906,0.32378006,161,98,127,362,98,3.555974007,288
607,0.170544624,164,79,126,362,79,5.595992088,290
610,0.26984787,157,85,135,362,85,5.322359085,292
98,0.142573118,156,86,136,362,86,11.53775525,292
591,0.142793417,155,87,138,360,87,6.015864611,293
100,0.121003866,155,90,138,370,90,11.56131625,293
881,0.268002033,163,95,131,372,95,12.93390226,294
381,0.088220596,161,84,134,364,84,11.4324007,295
73,0.158001184,160,87,135,366,87,10.69522309,295
758,0.156116724,158,87,138,364,87,6.489342451,296
567,0.262757301,153,89,143,364,89,13.11306047,296
529,0.277010202,159,85,138,372,85,5.396177769,297
711,0.240996838,161,94,136,372,94,8.533076763,297
660,0.088992834,161,95,136,368,95,6.932279587,297
65,0.09327364,161,78,137,372,78,7.159089327,298
378,0.166027546,164,93,134,374,93,12.72041368,298
64,0.131311893,164,86,135,374,86,12.26763296,299
961,0.289697647,156,91,143,374,91,12.86820936,299
409,0.092232466,161,93,138,372,93,13.71168733,299
429,0.215145826,164,93,135,376,93,12.32928181,299
49,0.187843561,162,90,138,376,90,5.102000237,300
639,0.141274214,162,85,139,370,85,7.243629694,301
482,0.279739141,162,86,139,376,86,8.836010933,301
375,0.246645927,169,96,132,380,96,12.74372697,301
858,0.38985157,168,82,134,374,82,16.18957829,302
387,0.187857866,161,92,141,378,92,11.36452699,302
157,0.131285667,164,103,139,384,103,16.85823298,303
560,0.182851076,170,98,134,384,98,14.31727195,304
163,0.201607466,172,94,133,376,94,13.96407723,305
932,0.419778824,168,88,138,380,88,6.426340818,306
647,0.296159983,166,96,140,380,96,8.569068432,306
883,0.28626442,167,98,139,380,98,4.450141668,306
120,0.303670883,163,94,144,378,94,14.65944433,307
211,0.275383472,170,99,137,382,99,5.758066177,307
579,0.198467493,160,87,148,382,87,5.252996922,308
86,0.159166574,168,92,140,384,92,17.03922105,308
432,0.125793934,172,95,137,384,95,13.86131907,309
817,0.204927206,166,85,144,382,85,7.593016148,310
227,0.206005335,167,89,143,386,89,6.354269743,310
566,0.26730895,159,90,151,384,90,19.74198079,310
274,0.134801626,158,93,152,390,93,15.32447004,310
249,0.420534611,171,99,139,386,99,6.833600521,310
221,0.348563194,167,92,144,386,92,6.299898386,311
208,0.153460979,165,94,146,384,94,5.183481455,311
199,0.118559361,163,89,149,384,89,5.914315939,312
461,0.296339512,169,89,143,386,89,6.486490965,312
94,0.121239185,167,95,145,388,95,16.72472525,312
588,0.214010715,169,84,145,384,84,7.621208191,314
712,0.176179171,174,89,140,392,89,8.016934633,314
412,0.270736217,163,96,151,378,96,15.87597489,314
903,0.318784475,169,102,145,390,102,5.49460721,314
142,0.204307318,171,92,144,386,92,14.93924212,315
626,0.124241352,162,91,154,390,91,6.066398144,316
255,0.261119843,171,94,146,392,94,21.1382134,317
937,0.510801554,174,94,143,390,94,7.01289463,317
97,0.272864819,173,95,144,396,95,21.31481361,317
804,0.332374096,168,90,150,392,90,5.721108437,318
202,0.411209345,172,92,146,394,92,6.865095139,318
300,0.255034447,172,103,146,402,103,16.14574027,318
513,0.250729322,173,97,146,392,97,5.705932617,319
263,0.167220354,174,100,145,400,100,14.8513515,319
29,0.300152779,176,83,144,398,83,7.687608719,320
54,0.34090066,168,96,152,394,96,15.43933773,320
618,0.161620855,180,105,140,398,105,6.069675684,320
333,0.156030416,172,91,149,394,91,16.93122005,321
630,0.22359848,171,99,150,404,99,7.937544584,321
600,0.114009619,174,95,148,406,95,9.762604713,322
156,0.262655497,176,85,147,400,85,21.77731371,323
638,0.190436363,170,89,153,400,89,9.487676859,323
87,0.311121941,177,93,146,396,93,23.94449019,323
775,0.150854826,170,95,153,402,95,6.418807507,323
176,0.292625904,175,95,148,396,95,16.73087358,323
860,0.195128202,167,102,156,402,102,23.33750725,323
483,0.179928064,172,104,152,404,104,7.488049746,324
60,0.430034876,175,89,150,400,89,16.88956118,325
307,0.203752995,173,98,153,398,98,17.91292858,326
747,0.523413181,171,101,155,406,101,9.233042002,326
970,1.068703651,181,84,146,404,84,7.177312613,327
870,0.446037054,180,88,147,406,88,18.68428278,327
404,0.247909546,175,94,152,410,94,17.63750482,327
700,0.307777166,177,98,150,406,98,9.463059664,327
310,0.268175364,181,99,146,408,99,17.40186644,327
808,0.167621851,177,102,150,410,102,6.299127579,327
304,0.42960453,168,93,160,406,93,17.60028458,328
37,0.307813883,172,99,156,408,99,6.346977949,328
601,0.348437309,166,94,163,406,94,12.27777505,329
935,1.167952538,173,94,156,404,94,7.831558228,329
303,0.176128387,176,105,153,404,105,15.14259601,329
877,0.466488361,175,85,155,408,85,17.74757791,330
214,0.181290388,171,97,159,402,97,5.231295347,330
247,0.218433142,179,98,151,408,98,7.240108728,330
707,0.459182501,176,99,155,410,99,20.83142734,331
971,0.494768381,178,99,155,404,99,6.625873327,333
613,0.323549032,178,104,155,410,104,7.856741905,333
832,0.293269396,176,96,159,408,96,6.926198959,335
830,0.343180418,175,98,160,416,98,7.86128664,335
467,0.129494667,185,105,150,420,105,8.129072428,335
893,0.363500834,181,102,155,418,102,5.474735498,336
75,0.137308836,179,99,159,420,99,17.02500677,338
478,0.216580629,184,98,155,424,98,8.069556236,339
325,0.338937044,184,99,155,422,99,21.19213676,339
771,0.296942949,184,91,156,424,91,13.10899067,340
659,0.168486834,178,98,163,428,98,12.74180341,341
396,0.175705194,183,100,158,430,100,15.5236125,341
181,0.115058661,183,101,159,422,101,17.16845512,342
814,0.258128405,187,101,155,428,101,8.328209162,342
884,0.180597544,189,101,153,428,101,7.274241686,342
431,0.344676733,180,104,162,430,104,22.33666301,342
282,0.214180946,183,107,160,424,107,18.22684288,343
410,0.463474751,185,86,159,426,86,22.958462,344
26,0.201510668,188,108,156,422,108,7.987570763,344
322,0.125113964,189,104,156,432,104,24.1373198,345
985,0.862841606,178,94,168,430,94,25.67309117,346
501,0.187530518,184,94,162,434,94,8.024863958,346
111,0.349279404,186,102,160,428,102,19.5369947,346
3,0.29198885,183,110,163,432,110,5.826809168,346
258,0.415425777,182,102,165,426,102,18.007406,347
676,0.177366495,199,112,148,432,112,13.78767872,347
195,0.477390528,191,94,157,432,94,9.287584782,348
329,0.143139839,186,108,163,442,108,21.19794869,349
152,0.166986465,190,113,159,446,113,27.35870433,349
738,0.372305155,186,112,165,446,112,15.00440502,351
635,0.226886988,184,103,168,434,103,13.21989703,352
544,0.369790316,193,104,159,438,104,10.98385286,352
547,0.290081501,193,107,159,440,107,10.08942151,352
839,0.145071983,188,99,165,438,99,11.30038118,353
788,0.346675158,201,111,152,444,111,8.836197138,353
353,0.223885298,195,110,159,450,110,21.49495292,354
876,0.583518505,200,110,154,442,110,20.78044724,354
250,0.340592384,194,98,161,440,98,9.770110369,355
433,0.233486176,195,99,160,446,99,23.26377177,355
171,0.205416441,190,107,165,442,107,18.74642658,355
460,0.154055119,197,109,159,446,109,7.399166346,356
596,0.213000536,191,106,166,442,106,8.813652754,357
279,0.226579666,190,107,167,446,107,22.07145524,357
920,0.69179225,190,109,167,438,109,7.828390598,357
620,0.163422823,190,111,167,448,111,10.6226182,357
267,0.134110212,198,120,159,434,120,22.44855881,357
576,0.741945267,201,96,157,442,96,11.64738059,358
679,0.695336819,191,98,167,446,98,11.57679868,358
474,0.281756639,197,109,161,448,109,8.073414326,358
735,0.22697401,184,110,174,450,110,10.72716975,358
455,0.177009583,190,91,169,436,91,9.10109067,359
791,0.220497608,200,102,159,452,102,11.6419394,359
999,0.862204552,188,103,171,444,103,8.116660833,359
324,0.31471467,196,104,163,444,104,20.36383271,359
522,0.304482698,192,107,167,444,107,10.6231544,359
631,0.237684488,196,101,165,450,101,12.42144275,361
270,0.281671762,200,104,161,448,104,30.47208166,361
760,0.197765589,186,110,175,452,110,16.36101961,361
416,0.208129883,201,112,160,454,112,25.36657572,361
62,0.208636045,199,114,163,452,114,23.33145428,362
137,0.24628377,188,104,175,450,104,10.62631822,363
926,0.542250395,202,110,161,456,110,10.66388202,363
309,0.211453199,196,103,168,454,103,25.75698256,364
41,0.258157253,199,103,165,450,103,11.06760716,364
994,1.275389194,199,113,165,454,113,19.12781715,364
855,0.295761108,201,95,164,446,95,25.90799737,365
663,0.341315269,195,101,170,456,101,15.86634159,365
875,0.317655325,187,101,179,454,101,21.5647893,366
72,0.333541632,198,106,168,452,106,22.23366094,366
149,0.395974159,187,107,179,450,107,23.76345491,366
197,0.36549592,193,111,173,448,111,9.206473112,366
11,0.260675669,194,97,173,454,97,8.269512892,367
776,0.688325405,193,108,174,454,108,8.465941906,367
772,0.669229984,201,116,166,466,116,16.60879183,367
796,0.662164927,203,102,165,458,102,11.22222543,368
502,0.480476141,200,106,168,456,106,9.936802149,368
265,0.299019098,200,107,168,442,107,24.24115658,368
408,0.313495636,198,101,171,456,101,27.05937862,369
812,0.706566811,203,106,166,454,106,8.610503912,369
541,0.402052641,198,107,171,456,107,10.28624606,369
534,0.325106144,201,109,168,450,109,10.26538754,369
413,0.427000761,202,106,170,462,106,35.75723886,372
809,0.217378378,200,112,172,468,112,10.45778227,372
338,0.204147816,204,113,168,462,113,23.964432,372
223,0.251985788,197,111,176,464,111,14.20981026,373
725,0.219347239,197,112,176,460,112,14.8350935,373
905,0.244521379,209,117,164,460,117,8.515496016,373
690,0.159245253,206,110,168,464,110,13.3698895,374
217,0.277316809,197,109,178,472,109,9.950279713,375
608,0.314424753,203,116,173,464,116,10.06576896,376
213,0.753802061,196,113,181,464,113,9.740148306,377
58,0.247347832,209,108,169,476,108,24.24077392,378
664,0.197435617,199,117,179,470,117,13.75059319,378
200,0.180220842,207,113,172,470,113,12.1263032,379
816,0.48053503,205,126,174,476,126,12.11400557,379
489,0.284720898,204,115,176,476,115,15.66068625,380
261,0.514132977,201,111,180,478,111,27.70214748,381
360,0.248197079,208,115,173,480,115,30.40805626,381
491,0.552529573,209,126,172,484,126,11.01793981,381
523,0.747205257,212,110,170,472,110,12.62955928,382
297,0.59952426,206,124,176,476,124,22.34056354,382
993,1.03306675,210,122,173,480,122,24.19664931,383
928,0.490350008,208,125,175,478,125,11.85639119,383
542,0.682625055,209,105,176,484,105,12.50278807,385
918,0.686034679,207,108,178,478,108,16.35120606,385
43,0.315274239,212,111,173,486,111,13.35422969,385
312,0.362463474,210,116,175,488,116,26.35908842,385
964,1.06472683,203,111,183,474,111,21.66762066,386
393,0.474736452,209,106,179,478,106,28.44943738,388
505,0.367673159,206,110,183,486,110,11.63065553,389
47,0.53253293,217,111,172,484,111,12.42497063,389
598,0.281913042,207,113,183,486,113,15.18262529,390
359,0.299293756,211,114,182,492,114,24.10677719,393
984,1.200500965,212,116,181,498,116,27.9047699,393
882,0.454256296,209,112,185,488,112,20.34884548,394
508,0.346007824,221,115,173,486,115,12.34072232,394
363,0.388501883,217,116,178,486,116,28.18556046,395
201,0.232390165,223,119,172,490,119,11.39305234,395
84,0.784709692,220,121,177,492,121,33.16902518,397
369,0.235610723,224,121,173,498,121,28.75342393,397
765,0.350910902,213,112,185,490,112,16.31212831,398
575,0.220277548,218,117,180,494,117,12.14278531,398
894,0.523341656,225,117,173,498,117,12.07100201,398
380,0.250136137,228,122,171,496,122,36.14613485,399
66,0.429805994,221,116,179,500,116,29.95739627,400
275,0.400227308,214,121,186,498,121,32.6429646,400
646,0.264774561,212,114,190,494,114,15.80443358,402
968,0.563491583,216,114,186,494,114,10.66792083,402
155,0.387056112,223,122,179,508,122,32.4725039,402
457,0.311260223,217,117,186,506,117,14.56258512,403
540,0.520760775,216,122,188,498,122,14.75340486,404
568,0.196683884,213,122,192,506,122,25.60092187,405
160,0.685776234,213,111,193,508,111,29.85938644,406
520,0.498821259,220,117,186,502,117,14.99660182,406
248,0.532095671,216,125,190,506,125,18.51255703,406
268,0.406451941,212,120,195,502,120,32.98397255,407
960,1.438159227,224,123,184,504,123,31.28099823,408
642,0.262150764,213,124,195,508,124,15.42302132,408
81,0.565635443,215,109,194,502,109,34.48687243,409
539,0.447859287,214,120,195,510,120,13.01198554,409
974,1.084706783,218,121,191,510,121,13.99238777,409
414,0.355369329,218,122,192,502,122,33.5480547,410
551,0.290059566,232,134,178,516,134,19.34481239,410
349,0.388561487,225,107,186,508,107,31.87966537,411
382,0.270714521,217,113,196,508,113,41.67316341,413
24,0.213200331,216,115,197,512,115,10.74079561,413
423,0.529891253,227,117,186,508,117,16.8358407,413
355,0.683264971,225,122,188,514,122,38.81983733,413
800,0.429810524,232,130,181,514,130,12.86061096,413
683,0.272661924,219,114,195,508,114,18.9437294,414
819,0.513847589,217,124,197,508,124,12.05961609,414
238,0.838705063,221,130,193,512,130,14.43617344,414
319,0.291064978,223,117,192,512,117,32.02138448,415
438,0.337920189,221,119,195,524,119,18.17865992,416
583,0.311279297,217,120,199,514,120,20.8351202,416
422,0.525515079,225,120,191,516,120,35.99027157,416
376,0.310310364,220,121,196,512,121,37.95493579,416
509,0.471669436,231,135,185,526,135,10.92848182,416
315,0.222132683,230,114,187,520,114,35.34476757,417
833,0.375664949,224,124,193,518,124,14.5022037,417
825,0.654981852,227,135,190,520,135,14.19933796,417
448,0.513751745,229,128,189,524,128,13.2644794,418
469,0.673065424,232,115,187,520,115,15.55189276,419
495,0.633019447,227,123,192,516,123,15.74617577,419
40,0.368578911,216,126,203,522,126,15.8531363,419
826,0.214910984,218,121,202,522,121,14.1463654,420
139,0.375501156,215,123,205,518,123,14.64935756,420
230,0.262817144,230,136,191,528,136,18.67944336,421
797,0.538500071,229,124,194,528,124,16.45622134,423
308,0.190021276,230,124,193,526,124,31.78176379,423
983,2.483549595,232,124,191,530,124,19.49308038,423
445,0.163999557,232,128,191,526,128,17.24723792,423
546,0.401100397,232,132,191,518,132,34.21236229,423
995,1.098231792,230,120,194,530,120,43.60021925,424
50,0.363752365,232,118,193,536,118,15.58818722,425
852,0.337375879,231,130,195,534,130,48.23708081,426
904,0.290649176,232,136,194,534,136,13.84361362,426
673,0.245431662,225,132,202,526,132,20.32555532,427
840,0.522513628,226,115,202,528,115,39.67571497,428
33,0.792410374,232,118,196,524,118,13.40920639,428
603,0.224312067,233,127,195,530,127,16.97917485,428
475,0.408214092,227,136,201,538,136,13.67911911,428
963,1.091873407,234,122,195,540,122,37.66258311,429
527,0.226207256,228,126,201,536,126,13.77131271,429
835,0.345708609,238,127,192,532,127,15.70108509,430
684,0.565841436,228,128,202,542,128,31.67734647,430
732,0.600356102,221,116,211,532,116,24.5509665,432
745,0.482060194,243,122,191,540,122,30.16208267,434
383,0.285277605,230,126,204,538,126,36.73782015,434
891,0.470926762,233,132,201,540,132,14.61868978,434
587,0.427999973,241,142,195,546,142,24.78934407,436
418,0.861415386,233,123,204,538,123,42.0058217,437
222,0.217794895,237,134,200,542,134,24.71516061,437
191,0.692738771,236,121,202,544,121,42.01320839,438
911,1.470141649,237,131,201,542,131,22.27364922,438
907,0.671907902,235,135,203,548,135,17.00214386,438
981,1.291175842,231,138,207,542,138,19.96731472,438
798,0.522502899,240,135,199,544,135,16.92178416,439
256,0.443790436,230,137,210,546,137,44.66010046,440
803,0.391884804,245,137,195,550,137,16.68613052,440
538,0.662262917,242,132,199,552,132,14.46560454,441
327,0.313158035,234,129,208,552,129,40.93666816,442
128,0.470577002,235,137,208,556,137,39.99774241,443
728,0.324047804,243,143,200,542,143,22.62935925,443
634,0.370214939,241,126,203,558,126,24.61998892,444
886,0.772804737,242,135,203,558,135,16.0730834,445
458,0.589665413,244,138,201,556,138,17.25703263,445
670,0.609368801,244,129,202,550,129,25.18757629,446
827,0.285602808,238,136,208,550,136,15.32278156,446
702,0.320082664,239,143,207,552,143,22.20904446,446
364,0.425953865,249,141,199,562,141,50.31325746,448
799,0.353778601,242,144,206,556,144,17.31419897,448
31,0.684632301,246,134,203,558,134,15.1166172,449
302,0.273133755,239,137,210,558,137,43.48298097,449
793,0.469051361,240,132,210,564,132,17.14270329,450
841,0.782444715,243,124,212,564,124,47.73807311,455
581,0.699280739,251,127,204,566,127,19.82257962,455
314,0.807090998,246,129,210,558,129,41.61363029,456
885,0.944958448,247,131,209,560,131,17.01514816,456
89,0.677710772,253,126,204,564,126,78.47028017,457
698,0.307150602,240,141,217,568,141,34.15859485,457
910,1.27863884,252,137,206,570,137,22.36216116,458
996,1.507561684,251,142,209,578,142,39.39519477,460
177,0.751326799,251,131,210,570,131,46.18767285,461
862,0.65137887,242,124,220,572,124,53.1756947,462
476,0.419292212,241,128,221,564,128,18.21321821,462
806,0.767873764,253,143,209,582,143,19.23046017,462
518,0.929139853,247,143,217,576,143,22.73582935,464
859,0.346486568,253,137,212,586,137,33.10712576,465
273,0.240406513,253,143,212,580,143,56.25758147,465
921,1.628880739,250,131,216,572,131,20.48808622,466
739,0.937252998,259,133,207,576,133,34.51693225,466
553,0.551237822,248,141,218,582,141,38.61797523,466
636,0.805615664,261,140,206,576,140,24.83218956,467
278,0.690563679,249,143,219,584,143,46.27399826,468
193,0.241925478,253,138,217,586,138,30.47941113,470
228,0.572012663,255,150,215,584,150,23.93579531,470
323,0.503639221,258,143,213,582,143,52.80194688,471
828,0.507951498,248,125,225,578,125,20.33051062,473
500,0.550853252,252,129,221,588,129,24.29171872,473
813,0.596990347,260,145,213,594,145,25.81441331,473
212,0.356166601,251,148,222,580,148,18.87379718,473
444,0.260397673,255,127,219,588,127,21.94173384,474
938,1.506893873,248,152,227,592,152,23.57284355,475
243,0.379436255,264,138,212,596,138,21.85846114,476
67,0.20711875,251,142,225,586,142,30.45973778,476
536,0.664435148,263,124,214,594,124,18.06103396,477
930,1.570453405,264,131,213,594,131,25.27763462,477
459,0.242423296,255,147,222,594,147,17.60460734,477
898,0.573097229,258,148,219,596,148,17.60760474,477
421,0.648287535,264,148,214,600,148,49.76554894,478
140,0.494906902,266,140,213,592,140,29.10344219,479
192,0.660300493,261,142,218,598,142,39.5835948,479
59,0.339166164,260,140,220,592,140,58.37856913,480
492,0.457757235,258,159,226,604,159,24.30262589,484
878,0.389433146,263,139,222,614,139,57.29415703,485
399,0.231713295,252,136,234,614,136,61.32343841,486
552,0.530678749,267,145,219,618,145,24.22924113,486
340,0.454039812,266,142,221,600,142,51.64090633,487
599,0.669835091,267,155,220,612,155,24.99420142,487
719,0.56952858,261,136,227,606,136,30.33428001,488
182,0.90992856,259,128,230,602,128,65.81111956,489
145,0.48450017,260,147,229,612,147,62.93627191,489
294,0.311484814,267,152,222,614,152,48.06087255,489
290,0.828506708,271,137,222,612,137,57.8566072,493
699,0.927773952,281,164,212,620,164,34.98026466,493
365,0.299365997,257,142,240,610,142,55.90907884,497
53,0.419643164,272,158,225,624,158,42.72399187,497
853,0.8487885,273,135,225,604,135,62.02539325,498
405,0.354449034,274,160,224,622,160,59.56270361,498
667,0.331860065,267,146,232,614,146,34.82938075,499
426,0.490540028,275,153,226,626,153,31.88853049,501
165,0.86905098,271,137,231,626,137,64.20462918,502
462,0.4823277,274,149,228,618,149,28.10416698,502
614,0.591373444,277,156,225,634,156,25.50353861,502
260,0.872196436,274,147,229,626,147,65.65890121,503
781,1.009055138,270,152,233,622,152,24.00214529,503
924,0.901121855,272,153,231,622,153,30.21257234,503
17,0.484979868,273,141,231,626,141,28.38575888,504
512,0.616400719,273,153,231,626,153,18.67345333,504
917,0.860908747,265,144,240,624,144,27.83829904,505
972,1.097428322,262,146,246,634,146,25.01271534,508
761,0.237380981,268,153,242,634,153,32.86853814,510
330,0.53855896,277,151,234,636,151,73.80156326,511
545,0.364970922,273,143,241,640,143,43.3856647,514
336,0.594888926,271,154,244,644,154,59.94859505,515
621,0.372476339,269,156,247,640,156,32.75004387,516
244,0.597183466,274,151,244,650,151,23.06307435,518
556,0.910458565,283,162,236,638,162,56.32219648,519
967,1.903474569,278,147,243,638,147,25.58682156,521
940,2.040835857,284,150,237,646,150,31.03008318,521
39,0.52461195,293,156,228,652,156,29.78167462,521
180,0.34290266,279,164,243,650,164,61.75450635,522
356,0.458751678,278,150,245,650,150,68.6488955,523
704,0.461656809,276,156,247,644,156,41.71668005,523
555,0.658252239,274,152,250,644,152,26.27762818,524
454,0.724134207,283,149,243,648,149,26.79578376,526
341,0.361274481,285,156,241,658,156,68.17707825,526
151,0.513905287,290,158,236,658,158,71.94747186,526
824,1.217584133,279,163,247,652,163,32.69539261,526
619,0.522674322,284,163,242,652,163,26.19557714,526
511,0.465761185,288,161,240,658,161,24.42337322,528
104,0.753863335,291,156,238,660,156,69.60703897,529
144,0.932415009,281,153,249,658,153,44.38627553,530
892,0.582620144,293,162,237,656,162,26.18135381,530
311,0.411258698,296,149,236,662,149,81.85608363,532
846,0.424618959,289,152,244,660,152,76.20759559,533
908,0.807249546,296,157,237,660,157,30.39281774,533
980,0.755124569,285,163,250,680,163,30.43012309,535
425,0.448730707,289,167,247,680,167,32.75019288,536
624,0.379700422,290,154,248,672,154,42.40833664,538
779,1.064761162,283,158,255,668,158,31.29937196,538
847,0.555753708,285,174,253,662,174,77.82516837,538
370,1.076495171,290,154,249,662,154,77.7399013,539
557,0.86441946,289,149,251,666,149,75.59025598,540
822,1.133046627,289,156,252,668,156,33.20585632,541
785,0.71398139,297,155,246,668,155,35.31899977,543
239,0.373013973,282,163,267,686,163,43.39215875,549
468,0.377064943,302,164,247,684,164,35.76304841,549
755,1.028195858,300,174,251,680,174,46.64224911,551
644,0.890531063,300,169,252,686,169,40.17866969,552
95,0.483565092,318,172,235,698,172,86.96800756,553
70,0.317269087,289,169,266,690,169,70.22981882,555
837,2.171944857,304,157,252,686,157,37.13044024,556
344,0.387326479,301,160,255,700,160,78.06994772,556
21,0.535325766,307,164,249,688,164,33.80704284,556
794,0.905214071,302,159,256,692,159,33.15041423,558
986,1.509238482,301,169,257,704,169,94.78951478,558
744,1.989651918,303,163,256,694,163,48.67902422,559
662,0.885563135,305,163,255,698,163,50.88982201,560
179,0.723316193,303,165,260,696,165,72.90386009,563
385,1.24652338,294,167,269,696,167,88.63374639,563
694,1.077941179,303,154,261,690,154,59.51342988,564
9,0.518451452,307,175,257,698,175,33.48352742,564
27,1.321009159,311,165,255,702,165,35.82730603,566
857,0.951443672,299,175,267,692,175,83.41478515,566
658,0.628657579,313,173,256,712,173,52.00172591,569
572,0.778822899,307,174,262,716,174,83.05964613,569
281,0.569935799,306,175,264,708,175,80.17925668,570
687,0.8079772,311,163,261,712,163,105.0880444,572
241,0.578922749,314,177,258,722,177,42.33485651,572
563,0.435160398,305,168,268,716,168,98.28129387,573
818,0.471730947,304,169,269,710,169,36.97747707,573
777,0.982111454,310,164,264,708,164,39.35654926,574
948,0.844396591,315,164,261,718,164,55.82495618,576
463,0.391896009,308,167,271,720,167,45.93138075,579
271,0.75669384,319,174,262,728,174,95.02374458,581
577,1.557130575,315,174,270,726,174,42.30196238,585
656,1.416701317,312,170,275,726,170,66.65244818,587
965,2.403702021,320,168,271,734,168,44.3758471,591
766,0.651476622,326,195,265,740,195,44.90948415,591
394,0.465895414,324,162,269,730,162,95.97747064,593
821,1.240124941,322,167,273,732,167,47.14522552,595
514,0.989927053,317,178,279,744,178,42.31941295,596
109,0.549546242,320,178,277,744,178,60.71123099,597
122,0.77153492,315,181,285,746,181,108.1275632,600
943,2.371072292,321,170,282,744,170,44.60035181,603
637,1.151953936,332,180,272,744,180,60.68108487,604
283,1.409887075,326,177,287,760,177,111.9876199,613
643,0.751229763,330,176,286,764,176,74.10077667,616
46,0.658308983,340,173,277,768,173,86.07566595,617
398,0.685651064,330,185,287,768,185,112.9152129,617
406,0.927652359,339,168,280,772,168,116.3781269,619
132,0.756487608,338,174,283,770,174,116.4918256,621
10,1.000151873,335,186,286,774,186,90.45433402,621
764,1.335629702,336,178,289,778,178,67.35018849,625
879,1.547342062,342,182,283,780,182,125.66642,625
480,0.58693409,338,193,291,784,193,73.99011874,629
126,1.023982525,339,191,305,792,191,116.5042274,644
696,0.890264988,351,192,299,812,192,90.33891153,650
580,1.629591465,350,197,303,814,197,49.69105959,653
710,1.213238239,370,190,305,842,190,85.58003449,675
